ID,L1,L2,A-1 Scene Domain (Level 1),A-1 Subcategory (Code + Name),A-2 Layout Structure,A-2 Imaging Method,A-2 Font and Text Form,A-2 Geometry and Arrangement,A-2 Image Quality,A-2 Lighting and Screen,A-2 Natural Interference,A-2 Adversarial / Misleading Factors,A-2 Language,A-2 Mixed Layout,Scene Category,A-1 Subcategory_Merged,A-1 Subcategory_Merged 10 Classes
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/b79319142517.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/2690f34c0443.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Low Resolution,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/3a52d8971db7.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/235ff49ee70f.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/8dbd92805784.jpg,Charts & Graphical Information,C08 Geographic Distribution Charts,Charts / Schematics,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,C08 - Geographic & Network Diagrams,9-Charts & Diagrams
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/b32c143cf99f.jpg,Documents & Office,D03 Reports / White Papers / Research Report Pages,Charts / Schematics,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/bc6832574ee3.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/3f90962cbc74.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/80e523349d70.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/2018aef5f149.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/ab030e4bad3a.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/8113643af9dc.jpg,Charts & Graphical Information,C01 Bar & Histogram Charts,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,C01 - Numeric Statistical Charts (Bar / Line / Scatter),9-Charts & Diagrams
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/7bd8773b2288.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/0d15957d7148.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/a8fdae2df7e6.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/701abf9fe976.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Multi-direction Layout / Vertical Text,Clear,No Issue,Smearing / Masking / Privacy Redaction,No Interference,Latin-script Text,Annotation-style Mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/27c9bbd7ce85.jpg,Charts & Graphical Information,C01 Bar & Histogram Charts,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,C01 - Numeric Statistical Charts (Bar / Line / Scatter),9-Charts & Diagrams
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/09a4bba32bd9.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Multi-direction Layout / Vertical Text,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/6a2a58f10e1f.jpg,Charts & Graphical Information,C03 Pie & Proportion Charts,Charts / Schematics,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Annotation-style Mixed Layout,,C03 - Proportion & Pie Charts,9-Charts & Diagrams
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/e8d313c39817.jpg,Charts & Graphical Information,C02 Line & Trend Charts,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,C01 - Numeric Statistical Charts (Bar / Line / Scatter),9-Charts & Diagrams
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/8657a4da7974.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/1eafb8bac962.jpg,Documents & Office,D03 Reports / White Papers / Research Report Pages,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/084662ca18dc.jpg,Charts & Graphical Information,C01 Bar & Histogram Charts,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,C01 - Numeric Statistical Charts (Bar / Line / Scatter),9-Charts & Diagrams
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/11b0c20082ce.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Artistic / Decorative Text,Multi-direction Layout / Vertical Text,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/0dd7d7c18683.jpg,Charts & Graphical Information,C08 Geographic Distribution Charts,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,C08 - Geographic & Network Diagrams,9-Charts & Diagrams
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/c87ac36a181a.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Artistic / Decorative Text,Multi-direction Layout / Vertical Text,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/c38e21b4cd19.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/aef946820657.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Smearing / Masking / Privacy Redaction,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/a6c68143131e.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/1b48b87a4d0a.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Artistic / Decorative Text,Obvious Rotation / Tilt,Clear,No Issue,Complex Background Texture / Pattern Over Text,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/831e0ce583f8.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/a425ccabcfb3.jpg,Charts & Graphical Information,C08 Geographic Distribution Charts,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,C08 - Geographic & Network Diagrams,9-Charts & Diagrams
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/f7a29d49c396.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Multi-direction Layout / Vertical Text,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/bee793e937a5.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/9eb40b8e326d.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Multi-direction Layout / Vertical Text,Low Resolution,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/0af02fe6f25f.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Low Resolution,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/5549c3c81376.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/2eefe08df2aa.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/8db15a2f29c3.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/acfd8b312c0a.jpg,Charts & Graphical Information,C02 Line & Trend Charts,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,C01 - Numeric Statistical Charts (Bar / Line / Scatter),9-Charts & Diagrams
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/f1fe87efa04d.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/b4fd7e71c429.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/2f3a50cc6fea.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/610ae25c6576.jpg,Charts & Graphical Information,C08 Geographic Distribution Charts,Charts / Schematics,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Smearing / Masking / Privacy Redaction,No Interference,Latin-script Text,Non-mixed Layout,,C08 - Geographic & Network Diagrams,9-Charts & Diagrams
,vqa,ocr_datasets/vqa/images/vqa_dashboards_numeric_500/51d7e78100b0.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/fa38d86182b2.jpg,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/332f038cf432.jpg,Documents & Office,D18 Receipts / Invoices / Sales Slips / Transaction Documents,Tables,Scan,Printed Text,Multi-direction Layout / Vertical Text,Clear,No Issue,Smearing / Masking / Privacy Redaction,No Interference,Latin-script Text,Non-mixed Layout,,D18 Receipts / Invoices / Sales Slips / Transaction Documents,6-Receipts & Transactions
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/01a555711373.jpg,Documents & Office,D12 Forms / Applications / Questionnaires,Forms / Key-Value,Scan,Printed Text,Multi-direction Layout / Vertical Text,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D12 Forms / Applications / Questionnaires,5-Forms & Personal Records
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/d5bc56d2e516.jpg,Documents & Office,D10 Meeting Minutes / Memos / Internal Notices,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D10 Meeting Minutes / Memos / Internal Notices,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/a1b0b8f19a61.jpg,Documents & Office,D14 Bills / Statements / Transaction Records / Itemized Lists,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Low Resolution,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D14 Bills / Statements / Transaction Records / Itemized Lists,6-Receipts & Transactions
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/7de72dcede9c.jpg,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/eea6cdadff79.jpg,Documents & Office,D12 Forms / Applications / Questionnaires,Forms / Key-Value,Scan,Dot-matrix / Thermal / Needle-printer Style,Horizontal Layout,Clear,No Issue,Smearing / Masking / Privacy Redaction,No Interference,Latin-script Text,Non-mixed Layout,,D12 Forms / Applications / Questionnaires,5-Forms & Personal Records
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/b85e560bd5ef.jpg,Documents & Office,D12 Forms / Applications / Questionnaires,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D12 Forms / Applications / Questionnaires,5-Forms & Personal Records
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/2fc9dd4afe3f.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Lists,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/9a691fe58f31.jpg,Documents & Office,D14 Bills / Statements / Transaction Records / Itemized Lists,Tables,Scan,Dot-matrix / Thermal / Needle-printer Style,Horizontal Layout,Clear,No Issue,Stamp Overlay,No Interference,Latin-script Text,Annotation-style Mixed Layout,,D14 Bills / Statements / Transaction Records / Itemized Lists,6-Receipts & Transactions
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/c8f8f390307d.jpg,Documents & Office,D18 Receipts / Invoices / Sales Slips / Transaction Documents,Forms / Key-Value,Scan,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D18 Receipts / Invoices / Sales Slips / Transaction Documents,6-Receipts & Transactions
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/90e5e593b244.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Tables,Scan,Printed Text,Multi-direction Layout / Vertical Text,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/d6e4b9f545c4.jpg,Documents & Office,D05 Instructions / Operation Manuals / Guide Pages,Lists,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D05 Instructions / Operation Manuals / Guide Pages,1-Books & Academic
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/9d6f390faffd.jpg,Documents & Office,D12 Forms / Applications / Questionnaires,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D12 Forms / Applications / Questionnaires,5-Forms & Personal Records
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/f6b8338d2e3c.jpg,Documents & Office,D12 Forms / Applications / Questionnaires,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D12 Forms / Applications / Questionnaires,5-Forms & Personal Records
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/36fa66231eb3.jpg,Documents & Office,D12 Forms / Applications / Questionnaires,Forms / Key-Value,Scan,Handwriting (Cursive),Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D12 Forms / Applications / Questionnaires,5-Forms & Personal Records
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/3fb1dce3b261.jpg,Documents & Office,D10 Meeting Minutes / Memos / Internal Notices,Lists,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D10 Meeting Minutes / Memos / Internal Notices,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/77830195a725.jpg,Documents & Office,D03 Reports / White Papers / Research Report Pages,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/89e992d71025.jpg,Documents & Office,D18 Receipts / Invoices / Sales Slips / Transaction Documents,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Annotation-style Mixed Layout,,D18 Receipts / Invoices / Sales Slips / Transaction Documents,6-Receipts & Transactions
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/26aa540a2783.jpg,Documents & Office,D10 Meeting Minutes / Memos / Internal Notices,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D10 Meeting Minutes / Memos / Internal Notices,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/5262a814b57d.jpg,Documents & Office,D10 Meeting Minutes / Memos / Internal Notices,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D10 Meeting Minutes / Memos / Internal Notices,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/0b99845f73fa.jpg,Documents & Office,D18 Receipts / Invoices / Sales Slips / Transaction Documents,Forms / Key-Value,Scan,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D18 Receipts / Invoices / Sales Slips / Transaction Documents,6-Receipts & Transactions
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/d1ff98936788.jpg,Documents & Office,D09 Official Documents / Notices / Announcements / Letters,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D09 Official Documents / Notices / Announcements / Letters,4-Legal & Public Notices
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/c0ececf49100.jpg,Documents & Office,D03 Reports / White Papers / Research Report Pages,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/2e5cb47bb1d7.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/db8c51b21427.jpg,Documents & Office,D13 Resumes / Personal Profile Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D13 Resumes / Personal Profile Pages,5-Forms & Personal Records
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/ab27dc8dbf18.jpg,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/48c34e780440.jpg,Documents & Office,D03 Reports / White Papers / Research Report Pages,Lists,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,vqa,ocr_datasets/vqa/images/vqa_financial_1000/30f0e3e699aa.jpg,Documents & Office,D12 Forms / Applications / Questionnaires,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D12 Forms / Applications / Questionnaires,5-Forms & Personal Records
